date,Start (ET),away_team,PTS,home_team,PTS.1,Arena,winning_team,home_away_neutral,losing_team,team_1,team_2,home_team_conference,home_team_division,away_team_conference,away_team_division,team_1_division,team_2_division,team_1_conference,team_2_conference,day_of_week,time,compare_time,day_night,commence_date,my_game_id
1/15/24,2:30p,New Orleans Pelicans,,Dallas Mavericks,,American Airlines Center,Dallas Mavericks,,New Orleans Pelicans,Dallas Mavericks,New Orleans Pelicans,Western,Southwest,Western,Southwest,Southwest,Southwest,Western,Western,Mon,2:30:00 PM,14:30:00,D,1/15/24,Dallas MavericksNew Orleans Pelicans2024-01-15
1/15/24,3:00p,Orlando Magic,,New York Knicks,,Madison Square Garden (IV),New York Knicks,,Orlando Magic,New York Knicks,Orlando Magic,Eastern,Atlantic,Eastern,Southeast,Atlantic,Southeast,Eastern,Eastern,Mon,3:00:00 PM,15:00:00,D,1/15/24,New York KnicksOrlando Magic2024-01-15
1/15/24,3:00p,Detroit Pistons,,Washington Wizards,,Capital One Arena,Washington Wizards,,Detroit Pistons,Detroit Pistons,Washington Wizards,Eastern,Southeast,Eastern,Central,Central,Southeast,Eastern,Eastern,Mon,3:00:00 PM,15:00:00,D,1/15/24,Detroit PistonsWashington Wizards2024-01-15
1/15/24,3:30p,San Antonio Spurs,,Atlanta Hawks,,State Farm Arena,Atlanta Hawks,,San Antonio Spurs,Atlanta Hawks,San Antonio Spurs,Eastern,Southeast,Western,Southwest,Southeast,Southwest,Eastern,Western,Mon,3:30:00 PM,15:30:00,D,1/15/24,Atlanta HawksSan Antonio Spurs2024-01-15
1/15/24,6:00p,Golden State Warriors,,Memphis Grizzlies,,FedEx Forum,Memphis Grizzlies,,Golden State Warriors,Golden State Warriors,Memphis Grizzlies,Western,Southwest,Western,Pacific,Pacific,Southwest,Western,Western,Mon,6:00:00 PM,18:00:00,N,1/15/24,Golden State WarriorsMemphis Grizzlies2024-01-15
1/15/24,7:00p,Chicago Bulls,,Cleveland Cavaliers,,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,,Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,Western,Central,Eastern,Central,Central,Central,Eastern,Western,Mon,7:00:00 PM,19:00:00,N,1/15/24,Chicago BullsCleveland Cavaliers2024-01-15
1/15/24,7:30p,Miami Heat,,Brooklyn Nets,,Barclays Center,Brooklyn Nets,,Miami Heat,Brooklyn Nets,Miami Heat,Eastern,Atlantic,Eastern,Southeast,Atlantic,Southeast,Eastern,Eastern,Mon,7:30:00 PM,19:30:00,N,1/15/24,Brooklyn NetsMiami Heat2024-01-15
1/15/24,7:30p,Boston Celtics,,Toronto Raptors,,Scotiabank Arena,Toronto Raptors,,Boston Celtics,Boston Celtics,Toronto Raptors,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,Mon,7:30:00 PM,19:30:00,N,1/15/24,Boston CelticsToronto Raptors2024-01-15
1/15/24,9:00p,Indiana Pacers,,Utah Jazz,,Delta Center,Utah Jazz,,Indiana Pacers,Indiana Pacers,Utah Jazz,Western,Northwest,Eastern,Central,Central,Northwest,Eastern,Western,Mon,9:00:00 PM,21:00:00,N,1/15/24,Indiana PacersUtah Jazz2024-01-15
1/15/24,10:30p,Oklahoma City Thunder,,Los Angeles Lakers,,Crypto.com Arena,Los Angeles Lakers,,Oklahoma City Thunder,Los Angeles Lakers,Oklahoma City Thunder,Western,Pacific,Western,Northwest,Pacific,Northwest,Western,Western,Mon,10:30:00 PM,22:30:00,N,1/15/24,Los Angeles LakersOklahoma City Thunder2024-01-15
1/16/24,7:30p,Denver Nuggets,,Philadelphia 76ers,,Wells Fargo Center,Philadelphia 76ers,,Denver Nuggets,Denver Nuggets,Philadelphia 76ers,Eastern,Atlantic,Western,Northwest,Northwest,Atlantic,Western,Eastern,Tue,7:30:00 PM,19:30:00,N,1/16/24,Denver NuggetsPhiladelphia 76ers2024-01-16
1/16/24,9:00p,Sacramento Kings,,Phoenix Suns,,Footprint Center,Phoenix Suns,,Sacramento Kings,Phoenix Suns,Sacramento Kings,Western,Pacific,Western,Pacific,Pacific,Pacific,Western,Western,Tue,9:00:00 PM,21:00:00,N,1/16/24,Phoenix SunsSacramento Kings2024-01-16
1/16/24,10:00p,Oklahoma City Thunder,,Los Angeles Clippers,,Crypto.com Arena,Los Angeles Clippers,,Oklahoma City Thunder,Los Angeles Clippers,Oklahoma City Thunder,Western,Pacific,Western,Northwest,Pacific,Northwest,Western,Western,Tue,10:00:00 PM,22:00:00,N,1/16/24,Los Angeles ClippersOklahoma City Thunder2024-01-16
1/17/24,7:00p,Minnesota Timberwolves,,Detroit Pistons,,Little Caesars Arena,Detroit Pistons,,Minnesota Timberwolves,Detroit Pistons,Minnesota Timberwolves,Eastern,Central,Western,Northwest,Central,Northwest,Eastern,Western,Wed,7:00:00 PM,19:00:00,N,1/17/24,Detroit PistonsMinnesota Timberwolves2024-01-17
1/17/24,7:30p,Orlando Magic,,Atlanta Hawks,,State Farm Arena,Atlanta Hawks,,Orlando Magic,Atlanta Hawks,Orlando Magic,Eastern,Southeast,Eastern,Southeast,Southeast,Southeast,Eastern,Eastern,Wed,7:30:00 PM,19:30:00,N,1/17/24,Atlanta HawksOrlando Magic2024-01-17
1/17/24,7:30p,San Antonio Spurs,,Boston Celtics,,TD Garden,Boston Celtics,,San Antonio Spurs,Boston Celtics,San Antonio Spurs,Eastern,Atlantic,Western,Southwest,Atlantic,Southwest,Eastern,Western,Wed,7:30:00 PM,19:30:00,N,1/17/24,Boston CelticsSan Antonio Spurs2024-01-17
1/17/24,7:30p,Milwaukee Bucks,,Cleveland Cavaliers,,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,,Milwaukee Bucks,Cleveland Cavaliers,Milwaukee Bucks,Western,Central,Eastern,Central,Central,Central,Western,Eastern,Wed,7:30:00 PM,19:30:00,N,1/17/24,Cleveland CavaliersMilwaukee Bucks2024-01-17
1/17/24,7:30p,Houston Rockets,,New York Knicks,,Madison Square Garden (IV),New York Knicks,,Houston Rockets,Houston Rockets,New York Knicks,Eastern,Atlantic,Western,Southwest,Southwest,Atlantic,Western,Eastern,Wed,7:30:00 PM,19:30:00,N,1/17/24,Houston RocketsNew York Knicks2024-01-17
1/17/24,7:30p,Miami Heat,,Toronto Raptors,,Scotiabank Arena,Toronto Raptors,,Miami Heat,Miami Heat,Toronto Raptors,Eastern,Atlantic,Eastern,Southeast,Southeast,Atlantic,Eastern,Eastern,Wed,7:30:00 PM,19:30:00,N,1/17/24,Miami HeatToronto Raptors2024-01-17
1/17/24,8:00p,Charlotte Hornets,,New Orleans Pelicans,,Smoothie King Center,New Orleans Pelicans,,Charlotte Hornets,Charlotte Hornets,New Orleans Pelicans,Western,Southwest,Eastern,Southeast,Southeast,Southwest,Eastern,Western,Wed,8:00:00 PM,20:00:00,N,1/17/24,Charlotte HornetsNew Orleans Pelicans2024-01-17
1/17/24,8:30p,Dallas Mavericks,,Los Angeles Lakers,,Crypto.com Arena,Los Angeles Lakers,,Dallas Mavericks,Dallas Mavericks,Los Angeles Lakers,Western,Pacific,Western,Southwest,Southwest,Pacific,Western,Western,Wed,8:30:00 PM,20:30:00,N,1/17/24,Dallas MavericksLos Angeles Lakers2024-01-17
1/17/24,9:00p,Golden State Warriors,,Utah Jazz,,Delta Center,Utah Jazz,,Golden State Warriors,Golden State Warriors,Utah Jazz,Western,Northwest,Western,Pacific,Pacific,Northwest,Western,Western,Wed,9:00:00 PM,21:00:00,N,1/17/24,Golden State WarriorsUtah Jazz2024-01-17
1/17/24,10:00p,Brooklyn Nets,,Portland Trail Blazers,,Moda Center,Portland Trail Blazers,,Brooklyn Nets,Brooklyn Nets,Portland Trail Blazers,Western,Northwest,Eastern,Atlantic,Atlantic,Northwest,Eastern,Western,Wed,10:00:00 PM,22:00:00,N,1/17/24,Brooklyn NetsPortland Trail Blazers2024-01-17
1/18/24,7:30p,Washington Wizards,,New York Knicks,,Madison Square Garden (IV),New York Knicks,,Washington Wizards,New York Knicks,Washington Wizards,Eastern,Atlantic,Eastern,Southeast,Atlantic,Southeast,Eastern,Eastern,Thu,7:30:00 PM,19:30:00,N,1/18/24,New York KnicksWashington Wizards2024-01-18
1/18/24,7:30p,Chicago Bulls,,Toronto Raptors,,Scotiabank Arena,Toronto Raptors,,Chicago Bulls,Chicago Bulls,Toronto Raptors,Eastern,Atlantic,Eastern,Central,Central,Atlantic,Eastern,Eastern,Thu,7:30:00 PM,19:30:00,N,1/18/24,Chicago BullsToronto Raptors2024-01-18
1/18/24,9:00p,Oklahoma City Thunder,,Utah Jazz,,Delta Center,Utah Jazz,,Oklahoma City Thunder,Oklahoma City Thunder,Utah Jazz,Western,Northwest,Western,Northwest,Northwest,Northwest,Western,Western,Thu,9:00:00 PM,21:00:00,N,1/18/24,Oklahoma City ThunderUtah Jazz2024-01-18
1/18/24,10:00p,Memphis Grizzlies,,Minnesota Timberwolves,,Target Center,Minnesota Timberwolves,,Memphis Grizzlies,Memphis Grizzlies,Minnesota Timberwolves,Western,Northwest,Western,Southwest,Southwest,Northwest,Western,Western,Thu,10:00:00 PM,22:00:00,N,1/18/24,Memphis GrizzliesMinnesota Timberwolves2024-01-18
1/18/24,10:00p,Indiana Pacers,,Sacramento Kings,,Golden 1 Center,Sacramento Kings,,Indiana Pacers,Indiana Pacers,Sacramento Kings,Western,Pacific,Eastern,Central,Central,Pacific,Eastern,Western,Thu,10:00:00 PM,22:00:00,N,1/18/24,Indiana PacersSacramento Kings2024-01-18
1/19/24,7:00p,San Antonio Spurs,,Charlotte Hornets,,Spectrum Center,Charlotte Hornets,,San Antonio Spurs,Charlotte Hornets,San Antonio Spurs,Eastern,Southeast,Western,Southwest,Southeast,Southwest,Eastern,Western,Fri,7:00:00 PM,19:00:00,N,1/19/24,Charlotte HornetsSan Antonio Spurs2024-01-19
1/19/24,7:00p,Philadelphia 76ers,,Orlando Magic,,Amway Center,Orlando Magic,,Philadelphia 76ers,Orlando Magic,Philadelphia 76ers,Eastern,Southeast,Eastern,Atlantic,Southeast,Atlantic,Eastern,Eastern,Fri,7:00:00 PM,19:00:00,N,1/19/24,Orlando MagicPhiladelphia 76ers2024-01-19
1/19/24,7:30p,Denver Nuggets,,Boston Celtics,,TD Garden,Boston Celtics,,Denver Nuggets,Boston Celtics,Denver Nuggets,Eastern,Atlantic,Western,Northwest,Atlantic,Northwest,Eastern,Western,Fri,7:30:00 PM,19:30:00,N,1/19/24,Boston CelticsDenver Nuggets2024-01-19
1/19/24,8:00p,Atlanta Hawks,,Miami Heat,,Kaseya Center,Miami Heat,,Atlanta Hawks,Atlanta Hawks,Miami Heat,Eastern,Southeast,Eastern,Southeast,Southeast,Southeast,Eastern,Eastern,Fri,8:00:00 PM,20:00:00,N,1/19/24,Atlanta HawksMiami Heat2024-01-19
1/19/24,8:00p,Phoenix Suns,,New Orleans Pelicans,,Smoothie King Center,New Orleans Pelicans,,Phoenix Suns,New Orleans Pelicans,Phoenix Suns,Western,Southwest,Western,Pacific,Southwest,Pacific,Western,Western,Fri,8:00:00 PM,20:00:00,N,1/19/24,New Orleans PelicansPhoenix Suns2024-01-19
1/19/24,10:00p,Dallas Mavericks,,Golden State Warriors,,Chase Center,Golden State Warriors,,Dallas Mavericks,Dallas Mavericks,Golden State Warriors,Western,Pacific,Western,Southwest,Southwest,Pacific,Western,Western,Fri,10:00:00 PM,22:00:00,N,1/19/24,Dallas MavericksGolden State Warriors2024-01-19
1/19/24,10:00p,Indiana Pacers,,Portland Trail Blazers,,Moda Center,Portland Trail Blazers,,Indiana Pacers,Indiana Pacers,Portland Trail Blazers,Western,Northwest,Eastern,Central,Central,Northwest,Eastern,Western,Fri,10:00:00 PM,22:00:00,N,1/19/24,Indiana PacersPortland Trail Blazers2024-01-19
1/19/24,10:30p,Brooklyn Nets,,Los Angeles Lakers,,Crypto.com Arena,Los Angeles Lakers,,Brooklyn Nets,Brooklyn Nets,Los Angeles Lakers,Western,Pacific,Eastern,Atlantic,Atlantic,Pacific,Eastern,Western,Fri,10:30:00 PM,22:30:00,N,1/19/24,Brooklyn NetsLos Angeles Lakers2024-01-19
1/20/24,3:00p,Milwaukee Bucks,,Detroit Pistons,,Little Caesars Arena,Detroit Pistons,,Milwaukee Bucks,Detroit Pistons,Milwaukee Bucks,Eastern,Central,Eastern,Central,Central,Central,Eastern,Eastern,Sat,3:00:00 PM,15:00:00,D,1/20/24,Detroit PistonsMilwaukee Bucks2024-01-20
1/20/24,7:00p,Philadelphia 76ers,,Charlotte Hornets,,Spectrum Center,Charlotte Hornets,,Philadelphia 76ers,Charlotte Hornets,Philadelphia 76ers,Eastern,Southeast,Eastern,Atlantic,Southeast,Atlantic,Eastern,Eastern,Sat,7:00:00 PM,19:00:00,N,1/20/24,Charlotte HornetsPhiladelphia 76ers2024-01-20
1/20/24,7:00p,San Antonio Spurs,,Washington Wizards,,Capital One Arena,Washington Wizards,,San Antonio Spurs,San Antonio Spurs,Washington Wizards,Eastern,Southeast,Western,Southwest,Southwest,Southeast,Western,Eastern,Sat,7:00:00 PM,19:00:00,N,1/20/24,San Antonio SpursWashington Wizards2024-01-20
1/20/24,7:30p,Cleveland Cavaliers,,Atlanta Hawks,,State Farm Arena,Atlanta Hawks,,Cleveland Cavaliers,Atlanta Hawks,Cleveland Cavaliers,Eastern,Southeast,Western,Central,Southeast,Central,Eastern,Western,Sat,7:30:00 PM,19:30:00,N,1/20/24,Atlanta HawksCleveland Cavaliers2024-01-20
1/20/24,7:30p,Toronto Raptors,,New York Knicks,,Madison Square Garden (IV),New York Knicks,,Toronto Raptors,New York Knicks,Toronto Raptors,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,Sat,7:30:00 PM,19:30:00,N,1/20/24,New York KnicksToronto Raptors2024-01-20
1/20/24,8:00p,Memphis Grizzlies,,Chicago Bulls,,United Center,Chicago Bulls,,Memphis Grizzlies,Chicago Bulls,Memphis Grizzlies,Eastern,Central,Western,Southwest,Central,Southwest,Eastern,Western,Sat,8:00:00 PM,20:00:00,N,1/20/24,Chicago BullsMemphis Grizzlies2024-01-20
1/20/24,8:00p,Utah Jazz,,Houston Rockets,,Toyota Center,Houston Rockets,,Utah Jazz,Houston Rockets,Utah Jazz,Western,Southwest,Western,Northwest,Southwest,Northwest,Western,Western,Sat,8:00:00 PM,20:00:00,N,1/20/24,Houston RocketsUtah Jazz2024-01-20
1/20/24,8:00p,Oklahoma City Thunder,,Minnesota Timberwolves,,Target Center,Minnesota Timberwolves,,Oklahoma City Thunder,Minnesota Timberwolves,Oklahoma City Thunder,Western,Northwest,Western,Northwest,Northwest,Northwest,Western,Western,Sat,8:00:00 PM,20:00:00,N,1/20/24,Minnesota TimberwolvesOklahoma City Thunder2024-01-20
1/21/24,3:30p,Brooklyn Nets,,Los Angeles Clippers,,Crypto.com Arena,Los Angeles Clippers,,Brooklyn Nets,Brooklyn Nets,Los Angeles Clippers,Western,Pacific,Eastern,Atlantic,Atlantic,Pacific,Eastern,Western,Sun,3:30:00 PM,15:30:00,D,1/21/24,Brooklyn NetsLos Angeles Clippers2024-01-21
1/21/24,6:00p,Miami Heat,,Orlando Magic,,Amway Center,Orlando Magic,,Miami Heat,Miami Heat,Orlando Magic,Eastern,Southeast,Eastern,Southeast,Southeast,Southeast,Eastern,Eastern,Sun,6:00:00 PM,18:00:00,N,1/21/24,Miami HeatOrlando Magic2024-01-21
1/21/24,6:00p,Denver Nuggets,,Washington Wizards,,Capital One Arena,Washington Wizards,,Denver Nuggets,Denver Nuggets,Washington Wizards,Eastern,Southeast,Western,Northwest,Northwest,Southeast,Western,Eastern,Sun,6:00:00 PM,18:00:00,N,1/21/24,Denver NuggetsWashington Wizards2024-01-21
1/21/24,7:00p,Boston Celtics,,Houston Rockets,,Toyota Center,Houston Rockets,,Boston Celtics,Boston Celtics,Houston Rockets,Western,Southwest,Eastern,Atlantic,Atlantic,Southwest,Eastern,Western,Sun,7:00:00 PM,19:00:00,N,1/21/24,Boston CelticsHouston Rockets2024-01-21
1/21/24,8:00p,Indiana Pacers,,Phoenix Suns,,Footprint Center,Phoenix Suns,,Indiana Pacers,Indiana Pacers,Phoenix Suns,Western,Pacific,Eastern,Central,Central,Pacific,Eastern,Western,Sun,8:00:00 PM,20:00:00,N,1/21/24,Indiana PacersPhoenix Suns2024-01-21
1/21/24,10:00p,Portland Trail Blazers,,Los Angeles Lakers,,Crypto.com Arena,Los Angeles Lakers,,Portland Trail Blazers,Los Angeles Lakers,Portland Trail Blazers,Western,Pacific,Western,Northwest,Pacific,Northwest,Western,Western,Sun,10:00:00 PM,22:00:00,N,1/21/24,Los Angeles LakersPortland Trail Blazers2024-01-21
1/22/24,7:00p,Milwaukee Bucks,,Detroit Pistons,,Little Caesars Arena,Detroit Pistons,,Milwaukee Bucks,Detroit Pistons,Milwaukee Bucks,Eastern,Central,Eastern,Central,Central,Central,Eastern,Eastern,Mon,7:00:00 PM,19:00:00,N,1/22/24,Detroit PistonsMilwaukee Bucks2024-01-22
1/22/24,7:00p,Cleveland Cavaliers,,Orlando Magic,,Amway Center,Orlando Magic,,Cleveland Cavaliers,Cleveland Cavaliers,Orlando Magic,Eastern,Southeast,Western,Central,Central,Southeast,Western,Eastern,Mon,7:00:00 PM,19:00:00,N,1/22/24,Cleveland CavaliersOrlando Magic2024-01-22
1/22/24,7:00p,San Antonio Spurs,,Philadelphia 76ers,,Wells Fargo Center,Philadelphia 76ers,,San Antonio Spurs,Philadelphia 76ers,San Antonio Spurs,Eastern,Atlantic,Western,Southwest,Atlantic,Southwest,Eastern,Western,Mon,7:00:00 PM,19:00:00,N,1/22/24,Philadelphia 76ersSan Antonio Spurs2024-01-22
1/22/24,7:30p,Memphis Grizzlies,,Toronto Raptors,,Scotiabank Arena,Toronto Raptors,,Memphis Grizzlies,Memphis Grizzlies,Toronto Raptors,Eastern,Atlantic,Western,Southwest,Southwest,Atlantic,Western,Eastern,Mon,7:30:00 PM,19:30:00,N,1/22/24,Memphis GrizzliesToronto Raptors2024-01-22
1/22/24,8:00p,Charlotte Hornets,,Minnesota Timberwolves,,Target Center,Minnesota Timberwolves,,Charlotte Hornets,Charlotte Hornets,Minnesota Timberwolves,Western,Northwest,Eastern,Southeast,Southeast,Northwest,Eastern,Western,Mon,8:00:00 PM,20:00:00,N,1/22/24,Charlotte HornetsMinnesota Timberwolves2024-01-22
1/22/24,8:30p,Boston Celtics,,Dallas Mavericks,,American Airlines Center,Dallas Mavericks,,Boston Celtics,Boston Celtics,Dallas Mavericks,Western,Southwest,Eastern,Atlantic,Atlantic,Southwest,Eastern,Western,Mon,8:30:00 PM,20:30:00,N,1/22/24,Boston CelticsDallas Mavericks2024-01-22
1/22/24,9:00p,Chicago Bulls,,Phoenix Suns,,Footprint Center,Phoenix Suns,,Chicago Bulls,Chicago Bulls,Phoenix Suns,Western,Pacific,Eastern,Central,Central,Pacific,Eastern,Western,Mon,9:00:00 PM,21:00:00,N,1/22/24,Chicago BullsPhoenix Suns2024-01-22
1/22/24,10:00p,Atlanta Hawks,,Sacramento Kings,,Golden 1 Center,Sacramento Kings,,Atlanta Hawks,Atlanta Hawks,Sacramento Kings,Western,Pacific,Eastern,Southeast,Southeast,Pacific,Eastern,Western,Mon,10:00:00 PM,22:00:00,N,1/22/24,Atlanta HawksSacramento Kings2024-01-22
1/23/24,7:00p,Denver Nuggets,,Indiana Pacers,,Gainbridge Fieldhouse,Indiana Pacers,,Denver Nuggets,Denver Nuggets,Indiana Pacers,Eastern,Central,Western,Northwest,Northwest,Central,Western,Eastern,Tue,7:00:00 PM,19:00:00,N,1/23/24,Denver NuggetsIndiana Pacers2024-01-23
1/23/24,7:30p,New York Knicks,,Brooklyn Nets,,Barclays Center,Brooklyn Nets,,New York Knicks,Brooklyn Nets,New York Knicks,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,Tue,7:30:00 PM,19:30:00,N,1/23/24,Brooklyn NetsNew York Knicks2024-01-23
1/23/24,8:00p,Utah Jazz,,New Orleans Pelicans,,Smoothie King Center,New Orleans Pelicans,,Utah Jazz,New Orleans Pelicans,Utah Jazz,Western,Southwest,Western,Northwest,Southwest,Northwest,Western,Western,Tue,8:00:00 PM,20:00:00,N,1/23/24,New Orleans PelicansUtah Jazz2024-01-23
1/23/24,8:00p,Portland Trail Blazers,,Oklahoma City Thunder,,Paycom Center,Oklahoma City Thunder,,Portland Trail Blazers,Oklahoma City Thunder,Portland Trail Blazers,Western,Northwest,Western,Northwest,Northwest,Northwest,Western,Western,Tue,8:00:00 PM,20:00:00,N,1/23/24,Oklahoma City ThunderPortland Trail Blazers2024-01-23
1/23/24,10:00p,Los Angeles Lakers,,Los Angeles Clippers,,Crypto.com Arena,Los Angeles Clippers,,Los Angeles Lakers,Los Angeles Clippers,Los Angeles Lakers,Western,Pacific,Western,Pacific,Pacific,Pacific,Western,Western,Tue,10:00:00 PM,22:00:00,N,1/23/24,Los Angeles ClippersLos Angeles Lakers2024-01-23
1/24/24,7:00p,Charlotte Hornets,,Detroit Pistons,,Little Caesars Arena,Detroit Pistons,,Charlotte Hornets,Charlotte Hornets,Detroit Pistons,Eastern,Central,Eastern,Southeast,Southeast,Central,Eastern,Eastern,Wed,7:00:00 PM,19:00:00,N,1/24/24,Charlotte HornetsDetroit Pistons2024-01-24
1/24/24,7:00p,Minnesota Timberwolves,,Washington Wizards,,Capital One Arena,Washington Wizards,,Minnesota Timberwolves,Minnesota Timberwolves,Washington Wizards,Eastern,Southeast,Western,Northwest,Northwest,Southeast,Western,Eastern,Wed,7:00:00 PM,19:00:00,N,1/24/24,Minnesota TimberwolvesWashington Wizards2024-01-24
1/24/24,7:30p,Memphis Grizzlies,,Miami Heat,,Kaseya Center,Miami Heat,,Memphis Grizzlies,Memphis Grizzlies,Miami Heat,Eastern,Southeast,Western,Southwest,Southwest,Southeast,Western,Eastern,Wed,7:30:00 PM,19:30:00,N,1/24/24,Memphis GrizzliesMiami Heat2024-01-24
1/24/24,8:00p,Portland Trail Blazers,,Houston Rockets,,Toyota Center,Houston Rockets,,Portland Trail Blazers,Houston Rockets,Portland Trail Blazers,Western,Southwest,Western,Northwest,Southwest,Northwest,Western,Western,Wed,8:00:00 PM,20:00:00,N,1/24/24,Houston RocketsPortland Trail Blazers2024-01-24
1/24/24,8:00p,Cleveland Cavaliers,,Milwaukee Bucks,,Fiserv Forum,Milwaukee Bucks,,Cleveland Cavaliers,Cleveland Cavaliers,Milwaukee Bucks,Eastern,Central,Western,Central,Central,Central,Western,Eastern,Wed,8:00:00 PM,20:00:00,N,1/24/24,Cleveland CavaliersMilwaukee Bucks2024-01-24
1/24/24,8:30p,Oklahoma City Thunder,,San Antonio Spurs,,AT&T Center,San Antonio Spurs,,Oklahoma City Thunder,Oklahoma City Thunder,San Antonio Spurs,Western,Southwest,Western,Northwest,Northwest,Southwest,Western,Western,Wed,8:30:00 PM,20:30:00,N,1/24/24,Oklahoma City ThunderSan Antonio Spurs2024-01-24
1/24/24,9:30p,Phoenix Suns,,Dallas Mavericks,,American Airlines Center,Dallas Mavericks,,Phoenix Suns,Dallas Mavericks,Phoenix Suns,Western,Southwest,Western,Pacific,Southwest,Pacific,Western,Western,Wed,9:30:00 PM,21:30:00,N,1/24/24,Dallas MavericksPhoenix Suns2024-01-24
1/24/24,10:00p,Atlanta Hawks,,Golden State Warriors,,Chase Center,Golden State Warriors,,Atlanta Hawks,Atlanta Hawks,Golden State Warriors,Western,Pacific,Eastern,Southeast,Southeast,Pacific,Eastern,Western,Wed,10:00:00 PM,22:00:00,N,1/24/24,Atlanta HawksGolden State Warriors2024-01-24
1/25/24,7:00p,Philadelphia 76ers,,Indiana Pacers,,Gainbridge Fieldhouse,Indiana Pacers,,Philadelphia 76ers,Indiana Pacers,Philadelphia 76ers,Eastern,Central,Eastern,Atlantic,Central,Atlantic,Eastern,Eastern,Thu,7:00:00 PM,19:00:00,N,1/25/24,Indiana PacersPhiladelphia 76ers2024-01-25
1/25/24,7:00p,Utah Jazz,,Washington Wizards,,Capital One Arena,Washington Wizards,,Utah Jazz,Utah Jazz,Washington Wizards,Eastern,Southeast,Western,Northwest,Northwest,Southeast,Western,Eastern,Thu,7:00:00 PM,19:00:00,N,1/25/24,Utah JazzWashington Wizards2024-01-25
1/25/24,7:30p,Minnesota Timberwolves,,Brooklyn Nets,,Barclays Center,Brooklyn Nets,,Minnesota Timberwolves,Brooklyn Nets,Minnesota Timberwolves,Eastern,Atlantic,Western,Northwest,Atlantic,Northwest,Eastern,Western,Thu,7:30:00 PM,19:30:00,N,1/25/24,Brooklyn NetsMinnesota Timberwolves2024-01-25
1/25/24,7:30p,Boston Celtics,,Miami Heat,,Kaseya Center,Miami Heat,,Boston Celtics,Boston Celtics,Miami Heat,Eastern,Southeast,Eastern,Atlantic,Atlantic,Southeast,Eastern,Eastern,Thu,7:30:00 PM,19:30:00,N,1/25/24,Boston CelticsMiami Heat2024-01-25
1/25/24,7:30p,Denver Nuggets,,New York Knicks,,Madison Square Garden (IV),New York Knicks,,Denver Nuggets,Denver Nuggets,New York Knicks,Eastern,Atlantic,Western,Northwest,Northwest,Atlantic,Western,Eastern,Thu,7:30:00 PM,19:30:00,N,1/25/24,Denver NuggetsNew York Knicks2024-01-25
1/25/24,10:00p,Sacramento Kings,,Golden State Warriors,,Chase Center,Golden State Warriors,,Sacramento Kings,Golden State Warriors,Sacramento Kings,Western,Pacific,Western,Pacific,Pacific,Pacific,Western,Western,Thu,10:00:00 PM,22:00:00,N,1/25/24,Golden State WarriorsSacramento Kings2024-01-25
1/25/24,10:30p,Chicago Bulls,,Los Angeles Lakers,,Crypto.com Arena,Los Angeles Lakers,,Chicago Bulls,Chicago Bulls,Los Angeles Lakers,Western,Pacific,Eastern,Central,Central,Pacific,Eastern,Western,Thu,10:30:00 PM,22:30:00,N,1/25/24,Chicago BullsLos Angeles Lakers2024-01-25
1/26/24,7:00p,Dallas Mavericks,,Atlanta Hawks,,State Farm Arena,Atlanta Hawks,,Dallas Mavericks,Atlanta Hawks,Dallas Mavericks,Eastern,Southeast,Western,Southwest,Southeast,Southwest,Eastern,Western,Fri,7:00:00 PM,19:00:00,N,1/26/24,Atlanta HawksDallas Mavericks2024-01-26
1/26/24,7:00p,Houston Rockets,,Charlotte Hornets,,Spectrum Center,Charlotte Hornets,,Houston Rockets,Charlotte Hornets,Houston Rockets,Eastern,Southeast,Western,Southwest,Southeast,Southwest,Eastern,Western,Fri,7:00:00 PM,19:00:00,N,1/26/24,Charlotte HornetsHouston Rockets2024-01-26
1/26/24,7:00p,Phoenix Suns,,Indiana Pacers,,Gainbridge Fieldhouse,Indiana Pacers,,Phoenix Suns,Indiana Pacers,Phoenix Suns,Eastern,Central,Western,Pacific,Central,Pacific,Eastern,Western,Fri,7:00:00 PM,19:00:00,N,1/26/24,Indiana PacersPhoenix Suns2024-01-26
1/26/24,7:30p,Los Angeles Clippers,,Toronto Raptors,,Scotiabank Arena,Toronto Raptors,,Los Angeles Clippers,Los Angeles Clippers,Toronto Raptors,Eastern,Atlantic,Western,Pacific,Pacific,Atlantic,Western,Eastern,Fri,7:30:00 PM,19:30:00,N,1/26/24,Los Angeles ClippersToronto Raptors2024-01-26
1/26/24,8:00p,Orlando Magic,,Memphis Grizzlies,,FedEx Forum,Memphis Grizzlies,,Orlando Magic,Memphis Grizzlies,Orlando Magic,Western,Southwest,Eastern,Southeast,Southwest,Southeast,Western,Eastern,Fri,8:00:00 PM,20:00:00,N,1/26/24,Memphis GrizzliesOrlando Magic2024-01-26
