game_id,ev,team,odds,sportsbook,game_date,time_updated,user_name,average_market_odds,bet_amount,bet_profit
3b09b0c1027dbf2172f8acaff7d9c7f1,14.67,San Diego Padresv. Baltimore Orioles,200,['Draftkings'],"Sun, Aug 13, 2023, 06:00 PM MDT",5 sec,youngfeiler,2.616315789473685,15.0,30.0
fd1ad090d0ac25e50479cff9b65aba92,25.13,Arizona Diamondbacksv. Colorado Rockies,-115,['Betmgm'],"Sun, Aug 13, 2023, 06:00 PM MDT",4 sec,youngfeiler,1.4625,60.0,52.173913043478265
fd1ad090d0ac25e50479cff9b65aba92,16.24,Arizona Diamondbacksv. Colorado Rockies,-114,"['Barstool', 'Betmgm']","Sun, Aug 13, 2023, 06:00 PM MDT",23 sec,micah,1.6087499999999997,55.0,48.245614035087726
ce692180de4ef126fe0bc45a0747f490,18.71,San Francisco Giantsv. Tampa Bay Rays,479,"['Barstool', 'Betmgm']","Sun, Aug 13, 2023, 06:00 PM MDT",2 sec,micah,5.054374999999999,10.0,47.9
ce692180de4ef126fe0bc45a0747f490,18.71,San Francisco Giantsv. Tampa Bay Rays,500,['Betmgm'],"Sun, Aug 13, 2023, 06:00 PM MDT",26 sec,youngfeiler,5.054374999999999,8.0,40.0
a6a584f4453431a2838c63ab3279760f,14.08,Kansas City Royalsv. Seattle Mariners,625,['Betmgm'],"Sun, Aug 13, 2023, 06:00 PM MDT",53 sec,youngfeiler,2.06,8.0,50.0
a6a584f4453431a2838c63ab3279760f,22.79,Seattle Marinersv. Kansas City Royals,120,['Betmgm'],"Sun, Aug 13, 2023, 06:00 PM MDT",32 sec,youngfeiler,1.8323529411764703,40.0,48.0
a6a584f4453431a2838c63ab3279760f,15.31,Seattle Marinersv. Kansas City Royals,111,['Barstool'],"Sun, Aug 13, 2023, 06:00 PM MDT",8 sec,micah,1.9513333333333327,30.0,33.3
ce692180de4ef126fe0bc45a0747f490,18.27,San Francisco Giantsv. Tampa Bay Rays,900,['Betmgm'],"Sun, Aug 13, 2023, 06:00 PM MDT",34 sec,youngfeiler,7.61,5.0,45.0
62db533fdc66879c06016600a15dcc00,21.59,Houston Astrosv. Miami Marlins,130,['Draftkings'],"Mon, Aug 14, 2023, 06:00 PM MDT",4 sec,youngfeiler,1.8916666666666653,35.0,45.5
