team_1,barstool_1_odds,barstool_1_time,betclic_1_odds,betclic_1_time,betfair_1_odds,betfair_1_time,betfred_1_odds,betfred_1_time,betmgm_1_odds,betmgm_1_time,betonlineag_1_odds,betonlineag_1_time,betrivers_1_odds,betrivers_1_time,betsson_1_odds,betsson_1_time,betus_1_odds,betus_1_time,betvictor_1_odds,betvictor_1_time,betway_1_odds,betway_1_time,bovada_1_odds,bovada_1_time,casumo_1_odds,casumo_1_time,circasports_1_odds,circasports_1_time,coral_1_odds,coral_1_time,draftkings_1_odds,draftkings_1_time,fanduel_1_odds,fanduel_1_time,foxbet_1_odds,foxbet_1_time,gtbets_1_odds,gtbets_1_time,intertops_1_odds,intertops_1_time,ladbrokes_1_odds,ladbrokes_1_time,livescorebet_1_odds,livescorebet_1_time,lowvig_1_odds,lowvig_1_time,marathonbet_1_odds,marathonbet_1_time,matchbook_1_odds,matchbook_1_time,mrgreen_1_odds,mrgreen_1_time,mybookieag_1_odds,mybookieag_1_time,nordicbet_1_odds,nordicbet_1_time,onexbet_1_odds,onexbet_1_time,paddypower_1_odds,paddypower_1_time,pinnacle_1_odds,pinnacle_1_time,pointsbetus_1_odds,pointsbetus_1_time,sport888_1_odds,sport888_1_time,sugarhouse_1_odds,sugarhouse_1_time,superbook_1_odds,superbook_1_time,twinspires_1_odds,twinspires_1_time,unibet_eu_1_odds,unibet_eu_1_time,unibet_uk_1_odds,unibet_uk_1_time,unibet_us_1_odds,unibet_us_1_time,virginbet_1_odds,virginbet_1_time,williamhill_us_1_odds,williamhill_us_1_time,wynnbet_1_odds,wynnbet_1_time,team_1_division,team_1_conference,game_id,commence_time,my_game_id,hour_of_start,week,day_of_week,home_away_neutral,home_team_division,away_team_division,team_1_division,team_2_division,home_team_conference,away_team_conference,day_night,snapshot_time,minutes_since_commence,target,opponent,this_team_division,opponent_team_division,this_team_conference,opponent_team_conference,home_away,average_market_odds_old,highest_bettable_odds,average_market_odds_recent,ev
Green Bay Packers,1.5,2023-09-10 14:55:36,1.52,2023-09-10 14:55:48,0.0,1970-01-01,0.0,1970-01-01,1.61,2023-09-10 14:55:11,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:55:42,0.0,1970-01-01,1.5,2023-09-10 14:55:47,1.5,2023-09-10 14:55:51,1.59,2023-09-10 14:55:27,1.54,2023-09-10 14:55:49,0.0,1970-01-01,0.0,1970-01-01,1.51,2023-09-10 14:55:35,1.54,2023-09-10 14:55:29,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:55:42,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.51,2023-09-10 14:55:42,1.45,2023-09-10 14:55:17,1.5,2023-09-10 14:55:36,0.0,1970-01-01,1.53,2023-09-10 14:55:33,1.59,2023-09-10 14:55:52,1.53,2023-09-10 14:55:22,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:55:35,1.54,2023-09-10 14:55:49,1.54,2023-09-10 14:55:48,1.54,2023-09-10 14:55:33,1.5,2023-09-10 14:55:35,1.59,2023-09-10 14:55:22,1.45,2023-09-10 14:55:48,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:55:58,87.96666666666667,0,Chicago Bears,NFC,NFC,North,North,0,1.5258333333333336,1.61,1.5258333333333336,5.5
New England Patriots,2.3,2023-09-10 14:56:17,2.4,2023-09-10 14:56:19,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:56:04,0.0,1970-01-01,0.0,1970-01-01,2.31,2023-09-10 14:55:42,0.0,1970-01-01,2.4,2023-09-10 14:55:47,2.5,2023-09-10 14:55:51,2.25,2023-09-10 14:56:12,2.45,2023-09-10 14:55:49,0.0,1970-01-01,0.0,1970-01-01,2.35,2023-09-10 14:56:11,2.26,2023-09-10 14:56:01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.38,2023-09-10 14:55:42,0.0,1970-01-01,0.0,1970-01-01,2.14,2023-09-10 14:56:03,2.25,2023-09-10 14:55:42,2.2,2023-09-10 14:56:00,2.31,2023-09-10 14:56:17,0.0,1970-01-01,2.25,2023-09-10 14:56:16,3.6,2023-09-10 14:55:52,2.35,2023-09-10 14:56:14,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.45,2023-09-10 14:56:17,2.45,2023-09-10 14:55:49,2.28,2023-09-10 14:55:48,2.45,2023-09-10 14:56:17,2.3,2023-09-10 14:56:17,2.4,2023-09-10 14:56:03,2.25,2023-09-10 14:55:48,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:26:04,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 14:56:21,90.28333333333333,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.3832000000000004,2.4,2.3832,0.7
Green Bay Packers,1.5,2023-09-10 14:56:17,1.52,2023-09-10 14:56:19,0.0,1970-01-01,0.0,1970-01-01,1.61,2023-09-10 14:56:04,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:55:42,0.0,1970-01-01,1.5,2023-09-10 14:55:47,1.5,2023-09-10 14:55:51,1.57,2023-09-10 14:56:12,1.54,2023-09-10 14:55:49,0.0,1970-01-01,0.0,1970-01-01,1.53,2023-09-10 14:56:11,1.54,2023-09-10 14:56:01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:55:42,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.51,2023-09-10 14:55:42,1.45,2023-09-10 14:56:00,1.5,2023-09-10 14:56:17,0.0,1970-01-01,1.53,2023-09-10 14:56:16,1.59,2023-09-10 14:55:52,1.53,2023-09-10 14:56:14,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:56:17,1.54,2023-09-10 14:55:49,1.54,2023-09-10 14:55:48,1.54,2023-09-10 14:56:17,1.53,2023-09-10 14:56:17,1.59,2023-09-10 14:56:03,1.45,2023-09-10 14:55:48,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:56:21,88.35,0,Chicago Bears,NFC,NFC,North,North,0,1.5270833333333336,1.61,1.5270833333333338,5.4
New England Patriots,2.3,2023-09-10 14:56:17,2.4,2023-09-10 14:56:19,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:56:04,0.0,1970-01-01,0.0,1970-01-01,2.31,2023-09-10 14:56:24,0.0,1970-01-01,2.38,2023-09-10 14:56:30,2.5,2023-09-10 14:56:33,2.25,2023-09-10 14:56:12,2.45,2023-09-10 14:56:32,0.0,1970-01-01,0.0,1970-01-01,2.35,2023-09-10 14:56:11,2.26,2023-09-10 14:56:32,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:56:25,0.0,1970-01-01,0.0,1970-01-01,2.14,2023-09-10 14:56:03,2.25,2023-09-10 14:56:24,2.2,2023-09-10 14:56:00,2.31,2023-09-10 14:56:17,0.0,1970-01-01,2.25,2023-09-10 14:56:16,3.6,2023-09-10 14:55:52,2.35,2023-09-10 14:56:14,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.45,2023-09-10 14:56:17,2.45,2023-09-10 14:56:32,2.28,2023-09-10 14:56:32,2.45,2023-09-10 14:56:17,2.3,2023-09-10 14:56:17,2.4,2023-09-10 14:56:03,2.25,2023-09-10 14:55:48,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:26:04,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 14:56:33,90.48333333333333,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.3792000000000004,2.4,2.3792,0.9
Green Bay Packers,1.5,2023-09-10 14:56:17,1.52,2023-09-10 14:56:19,0.0,1970-01-01,0.0,1970-01-01,1.61,2023-09-10 14:56:04,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:56:24,0.0,1970-01-01,1.5,2023-09-10 14:56:30,1.5,2023-09-10 14:56:33,1.57,2023-09-10 14:56:12,1.54,2023-09-10 14:56:32,0.0,1970-01-01,0.0,1970-01-01,1.53,2023-09-10 14:56:11,1.54,2023-09-10 14:56:32,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.53,2023-09-10 14:56:25,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.51,2023-09-10 14:56:24,1.45,2023-09-10 14:56:00,1.5,2023-09-10 14:56:17,0.0,1970-01-01,1.53,2023-09-10 14:56:16,1.59,2023-09-10 14:55:52,1.53,2023-09-10 14:56:14,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:56:17,1.54,2023-09-10 14:56:32,1.54,2023-09-10 14:56:32,1.54,2023-09-10 14:56:17,1.53,2023-09-10 14:56:17,1.59,2023-09-10 14:56:03,1.45,2023-09-10 14:55:48,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:56:33,88.55,0,Chicago Bears,NFC,NFC,North,North,0,1.5283333333333335,1.61,1.5283333333333335,5.3
New England Patriots,2.3,2023-09-10 14:56:17,2.4,2023-09-10 14:56:19,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:56:04,0.0,1970-01-01,0.0,1970-01-01,2.31,2023-09-10 14:56:24,0.0,1970-01-01,2.38,2023-09-10 14:56:30,2.5,2023-09-10 14:56:33,2.25,2023-09-10 14:56:12,2.45,2023-09-10 14:56:32,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:56:44,2.26,2023-09-10 14:56:32,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:56:25,0.0,1970-01-01,0.0,1970-01-01,2.14,2023-09-10 14:56:03,2.25,2023-09-10 14:56:24,2.2,2023-09-10 14:56:00,2.31,2023-09-10 14:56:17,0.0,1970-01-01,2.25,2023-09-10 14:56:16,3.6,2023-09-10 14:56:36,2.35,2023-09-10 14:56:14,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.45,2023-09-10 14:56:17,2.45,2023-09-10 14:56:32,2.28,2023-09-10 14:56:32,2.45,2023-09-10 14:56:17,2.3,2023-09-10 14:56:17,2.4,2023-09-10 14:56:44,2.25,2023-09-10 14:55:48,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:26:04,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 14:56:45,90.68333333333334,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.3772,2.4,2.3772,1.0
Green Bay Packers,1.5,2023-09-10 14:56:17,1.52,2023-09-10 14:56:19,0.0,1970-01-01,0.0,1970-01-01,1.61,2023-09-10 14:56:04,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:56:24,0.0,1970-01-01,1.5,2023-09-10 14:56:30,1.5,2023-09-10 14:56:33,1.57,2023-09-10 14:56:12,1.54,2023-09-10 14:56:32,0.0,1970-01-01,0.0,1970-01-01,1.56,2023-09-10 14:56:44,1.54,2023-09-10 14:56:32,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.53,2023-09-10 14:56:25,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.51,2023-09-10 14:56:24,1.45,2023-09-10 14:56:00,1.5,2023-09-10 14:56:17,0.0,1970-01-01,1.53,2023-09-10 14:56:16,1.59,2023-09-10 14:56:36,1.53,2023-09-10 14:56:14,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:56:17,1.54,2023-09-10 14:56:32,1.54,2023-09-10 14:56:32,1.54,2023-09-10 14:56:17,1.53,2023-09-10 14:56:17,1.59,2023-09-10 14:56:44,1.45,2023-09-10 14:55:48,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:56:45,88.75,0,Chicago Bears,NFC,NFC,North,North,0,1.5295833333333337,1.61,1.5295833333333337,5.3
New England Patriots,2.3,2023-09-10 14:56:58,2.4,2023-09-10 14:56:54,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:56:57,0.0,1970-01-01,0.0,1970-01-01,2.37,2023-09-10 14:57:08,0.0,1970-01-01,2.38,2023-09-10 14:56:30,2.5,2023-09-10 14:56:33,2.25,2023-09-10 14:56:55,2.45,2023-09-10 14:56:32,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:56:44,2.26,2023-09-10 14:57:04,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:57:08,0.0,1970-01-01,0.0,1970-01-01,2.14,2023-09-10 14:56:47,2.25,2023-09-10 14:57:06,2.25,2023-09-10 14:56:45,2.37,2023-09-10 14:56:58,0.0,1970-01-01,2.25,2023-09-10 14:56:58,3.6,2023-09-10 14:56:36,2.35,2023-09-10 14:57:06,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.45,2023-09-10 14:56:58,2.45,2023-09-10 14:56:32,2.28,2023-09-10 14:56:32,2.45,2023-09-10 14:56:58,2.3,2023-09-10 14:56:58,2.4,2023-09-10 14:56:44,2.25,2023-09-10 14:55:48,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:26:04,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 14:57:08,91.06666666666666,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.3840000000000003,2.4,2.384,0.7
Green Bay Packers,1.5,2023-09-10 14:56:58,1.52,2023-09-10 14:56:54,0.0,1970-01-01,0.0,1970-01-01,1.61,2023-09-10 14:56:57,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:57:08,0.0,1970-01-01,1.5,2023-09-10 14:56:30,1.5,2023-09-10 14:56:33,1.57,2023-09-10 14:56:55,1.54,2023-09-10 14:56:32,0.0,1970-01-01,0.0,1970-01-01,1.56,2023-09-10 14:56:44,1.54,2023-09-10 14:57:04,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.55,2023-09-10 14:57:08,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.51,2023-09-10 14:57:06,1.45,2023-09-10 14:56:45,1.5,2023-09-10 14:56:58,0.0,1970-01-01,1.53,2023-09-10 14:56:58,1.59,2023-09-10 14:56:36,1.53,2023-09-10 14:57:06,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:56:58,1.54,2023-09-10 14:56:32,1.54,2023-09-10 14:56:32,1.54,2023-09-10 14:56:58,1.55,2023-09-10 14:56:58,1.59,2023-09-10 14:56:44,1.45,2023-09-10 14:55:48,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:57:08,89.13333333333334,0,Chicago Bears,NFC,NFC,North,North,0,1.5312500000000002,1.61,1.5312500000000002,5.1
New England Patriots,2.3,2023-09-10 14:56:58,2.4,2023-09-10 14:56:54,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:56:57,0.0,1970-01-01,0.0,1970-01-01,2.37,2023-09-10 14:57:08,0.0,1970-01-01,2.38,2023-09-10 14:57:15,2.5,2023-09-10 14:57:15,2.25,2023-09-10 14:56:55,2.45,2023-09-10 14:57:15,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:57:19,2.26,2023-09-10 14:57:04,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:57:08,0.0,1970-01-01,0.0,1970-01-01,2.14,2023-09-10 14:56:47,2.25,2023-09-10 14:57:06,2.25,2023-09-10 14:56:45,2.37,2023-09-10 14:56:58,0.0,1970-01-01,2.25,2023-09-10 14:56:58,3.6,2023-09-10 14:57:19,2.35,2023-09-10 14:57:06,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.45,2023-09-10 14:56:58,2.45,2023-09-10 14:57:14,2.28,2023-09-10 14:57:15,2.45,2023-09-10 14:56:58,2.3,2023-09-10 14:56:58,2.4,2023-09-10 14:56:44,2.25,2023-09-10 14:55:48,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:26:04,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 14:57:20,91.26666666666667,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.3840000000000003,2.4,2.384,0.7
Green Bay Packers,1.5,2023-09-10 14:56:58,1.52,2023-09-10 14:56:54,0.0,1970-01-01,0.0,1970-01-01,1.61,2023-09-10 14:56:57,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:57:08,0.0,1970-01-01,1.5,2023-09-10 14:57:15,1.55,2023-09-10 14:57:15,1.57,2023-09-10 14:56:55,1.54,2023-09-10 14:57:15,0.0,1970-01-01,0.0,1970-01-01,1.56,2023-09-10 14:57:19,1.54,2023-09-10 14:57:04,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.55,2023-09-10 14:57:08,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.51,2023-09-10 14:57:06,1.45,2023-09-10 14:56:45,1.5,2023-09-10 14:56:58,0.0,1970-01-01,1.53,2023-09-10 14:56:58,1.59,2023-09-10 14:57:19,1.53,2023-09-10 14:57:06,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:56:58,1.54,2023-09-10 14:57:14,1.54,2023-09-10 14:57:15,1.54,2023-09-10 14:56:58,1.55,2023-09-10 14:56:58,1.59,2023-09-10 14:56:44,1.45,2023-09-10 14:55:48,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:57:20,89.33333333333333,0,Chicago Bears,NFC,NFC,North,North,0,1.5333333333333334,1.61,1.5333333333333334,5.0
New England Patriots,2.3,2023-09-10 14:57:41,2.4,2023-09-10 14:57:27,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:56:57,0.0,1970-01-01,0.0,1970-01-01,2.37,2023-09-10 14:57:08,0.0,1970-01-01,2.38,2023-09-10 14:57:15,2.5,2023-09-10 14:57:15,2.25,2023-09-10 14:57:38,2.45,2023-09-10 14:57:15,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:57:19,2.26,2023-09-10 14:57:37,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:57:08,0.0,1970-01-01,0.0,1970-01-01,2.14,2023-09-10 14:57:31,2.25,2023-09-10 14:57:06,2.25,2023-09-10 14:57:28,2.37,2023-09-10 14:57:41,0.0,1970-01-01,2.25,2023-09-10 14:57:41,3.6,2023-09-10 14:57:19,2.35,2023-09-10 14:57:06,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.45,2023-09-10 14:57:42,2.45,2023-09-10 14:57:14,2.28,2023-09-10 14:57:15,2.45,2023-09-10 14:57:41,2.3,2023-09-10 14:57:41,2.4,2023-09-10 14:57:26,2.25,2023-09-10 14:55:48,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:26:04,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 14:57:42,91.63333333333334,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.3840000000000003,2.4,2.384,0.7
Green Bay Packers,1.5,2023-09-10 14:57:41,1.52,2023-09-10 14:57:27,0.0,1970-01-01,0.0,1970-01-01,1.61,2023-09-10 14:56:57,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:57:08,0.0,1970-01-01,1.5,2023-09-10 14:57:15,1.55,2023-09-10 14:57:15,1.57,2023-09-10 14:57:38,1.54,2023-09-10 14:57:15,0.0,1970-01-01,0.0,1970-01-01,1.56,2023-09-10 14:57:19,1.54,2023-09-10 14:57:37,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.55,2023-09-10 14:57:08,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.51,2023-09-10 14:57:06,1.45,2023-09-10 14:57:28,1.5,2023-09-10 14:57:41,0.0,1970-01-01,1.53,2023-09-10 14:57:41,1.59,2023-09-10 14:57:19,1.53,2023-09-10 14:57:06,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:57:42,1.54,2023-09-10 14:57:14,1.54,2023-09-10 14:57:15,1.54,2023-09-10 14:57:41,1.55,2023-09-10 14:57:41,1.59,2023-09-10 14:57:26,1.45,2023-09-10 14:55:48,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:57:42,89.7,0,Chicago Bears,NFC,NFC,North,North,0,1.5333333333333334,1.61,1.5333333333333334,5.0
New England Patriots,2.3,2023-09-10 14:57:41,2.4,2023-09-10 14:57:27,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:56:57,0.0,1970-01-01,0.0,1970-01-01,2.37,2023-09-10 14:57:50,0.0,1970-01-01,2.38,2023-09-10 14:57:15,2.5,2023-09-10 14:57:15,2.25,2023-09-10 14:57:38,2.45,2023-09-10 14:57:15,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:57:50,2.26,2023-09-10 14:57:37,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:57:50,0.0,1970-01-01,0.0,1970-01-01,2.14,2023-09-10 14:57:31,2.25,2023-09-10 14:57:48,2.25,2023-09-10 14:57:28,2.37,2023-09-10 14:57:41,0.0,1970-01-01,2.25,2023-09-10 14:57:41,3.6,2023-09-10 14:57:19,2.35,2023-09-10 14:57:06,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.45,2023-09-10 14:57:42,2.45,2023-09-10 14:57:14,2.28,2023-09-10 14:57:15,2.45,2023-09-10 14:57:41,2.3,2023-09-10 14:57:41,2.4,2023-09-10 14:57:26,2.3,2023-09-10 14:57:50,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:26:04,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 14:57:54,91.83333333333333,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.386,2.4,2.386,0.6
Green Bay Packers,1.5,2023-09-10 14:57:41,1.52,2023-09-10 14:57:27,0.0,1970-01-01,0.0,1970-01-01,1.61,2023-09-10 14:56:57,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:57:50,0.0,1970-01-01,1.5,2023-09-10 14:57:15,1.55,2023-09-10 14:57:15,1.57,2023-09-10 14:57:38,1.54,2023-09-10 14:57:15,0.0,1970-01-01,0.0,1970-01-01,1.56,2023-09-10 14:57:50,1.54,2023-09-10 14:57:37,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.55,2023-09-10 14:57:50,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.51,2023-09-10 14:57:48,1.45,2023-09-10 14:57:28,1.5,2023-09-10 14:57:41,0.0,1970-01-01,1.53,2023-09-10 14:57:41,1.59,2023-09-10 14:57:19,1.53,2023-09-10 14:57:06,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:57:42,1.54,2023-09-10 14:57:14,1.54,2023-09-10 14:57:15,1.54,2023-09-10 14:57:41,1.55,2023-09-10 14:57:41,1.59,2023-09-10 14:57:26,1.45,2023-09-10 14:57:50,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:57:54,89.9,0,Chicago Bears,NFC,NFC,North,North,0,1.5333333333333334,1.61,1.5333333333333334,5.0
New England Patriots,2.3,2023-09-10 14:57:41,2.4,2023-09-10 14:57:58,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:56:57,0.0,1970-01-01,0.0,1970-01-01,2.37,2023-09-10 14:57:50,0.0,1970-01-01,2.38,2023-09-10 14:57:56,2.5,2023-09-10 14:57:57,2.25,2023-09-10 14:57:38,2.45,2023-09-10 14:57:56,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:57:50,2.26,2023-09-10 14:57:37,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:57:50,0.0,1970-01-01,0.0,1970-01-01,2.14,2023-09-10 14:57:31,2.25,2023-09-10 14:57:48,2.25,2023-09-10 14:57:28,2.37,2023-09-10 14:57:41,0.0,1970-01-01,2.25,2023-09-10 14:57:41,3.6,2023-09-10 14:58:01,2.35,2023-09-10 14:57:58,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.45,2023-09-10 14:57:42,2.45,2023-09-10 14:57:56,2.28,2023-09-10 14:57:56,2.45,2023-09-10 14:57:41,2.3,2023-09-10 14:57:41,2.4,2023-09-10 14:57:26,2.3,2023-09-10 14:57:50,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:26:04,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 14:58:06,92.03333333333333,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.386,2.4,2.386,0.6
