team_1,barstool_1_odds,barstool_1_time,betclic_1_odds,betclic_1_time,betfair_1_odds,betfair_1_time,betfred_1_odds,betfred_1_time,betmgm_1_odds,betmgm_1_time,betonlineag_1_odds,betonlineag_1_time,betrivers_1_odds,betrivers_1_time,betsson_1_odds,betsson_1_time,betus_1_odds,betus_1_time,betvictor_1_odds,betvictor_1_time,betway_1_odds,betway_1_time,bovada_1_odds,bovada_1_time,casumo_1_odds,casumo_1_time,circasports_1_odds,circasports_1_time,coral_1_odds,coral_1_time,draftkings_1_odds,draftkings_1_time,fanduel_1_odds,fanduel_1_time,foxbet_1_odds,foxbet_1_time,gtbets_1_odds,gtbets_1_time,intertops_1_odds,intertops_1_time,ladbrokes_1_odds,ladbrokes_1_time,livescorebet_1_odds,livescorebet_1_time,lowvig_1_odds,lowvig_1_time,marathonbet_1_odds,marathonbet_1_time,matchbook_1_odds,matchbook_1_time,mrgreen_1_odds,mrgreen_1_time,mybookieag_1_odds,mybookieag_1_time,nordicbet_1_odds,nordicbet_1_time,onexbet_1_odds,onexbet_1_time,paddypower_1_odds,paddypower_1_time,pinnacle_1_odds,pinnacle_1_time,pointsbetus_1_odds,pointsbetus_1_time,sport888_1_odds,sport888_1_time,sugarhouse_1_odds,sugarhouse_1_time,superbook_1_odds,superbook_1_time,twinspires_1_odds,twinspires_1_time,unibet_eu_1_odds,unibet_eu_1_time,unibet_uk_1_odds,unibet_uk_1_time,unibet_us_1_odds,unibet_us_1_time,virginbet_1_odds,virginbet_1_time,williamhill_us_1_odds,williamhill_us_1_time,wynnbet_1_odds,wynnbet_1_time,team_1_division,team_1_conference,game_id,commence_time,my_game_id,hour_of_start,week,day_of_week,home_away_neutral,home_team_division,away_team_division,team_1_division,team_2_division,home_team_conference,away_team_conference,day_night,snapshot_time,minutes_since_commence,target,opponent,this_team_division,opponent_team_division,this_team_conference,opponent_team_conference,home_away,average_market_odds_old,highest_bettable_odds,average_market_odds_recent,ev
Green Bay Packers,1.5,2023-09-10 14:52:48,1.47,2023-09-10 14:52:30,0.0,1970-01-01,0.0,1970-01-01,1.53,2023-09-10 14:52:31,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:52:54,0.0,1970-01-01,1.45,2023-09-10 14:52:54,1.5,2023-09-10 14:52:58,1.48,2023-09-10 14:52:34,1.54,2023-09-10 14:53:01,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:52:54,1.48,2023-09-10 14:52:46,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:52:54,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.51,2023-09-10 14:52:54,1.45,2023-09-10 14:52:23,1.5,2023-09-10 14:52:49,0.0,1970-01-01,1.47,2023-09-10 14:52:41,0.0,1970-01-01,1.53,2023-09-10 14:52:44,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:52:48,1.54,2023-09-10 14:52:57,1.54,2023-09-10 14:52:58,1.54,2023-09-10 14:52:41,1.5,2023-09-10 14:52:48,1.5,2023-09-10 14:52:30,1.45,2023-09-10 14:51:44,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:53:02,85.03333333333333,0,Chicago Bears,NFC,NFC,North,North,0,1.5008695652173911,1.53,1.5008695652173913,1.9
Green Bay Packers,1.5,2023-09-10 14:52:48,1.47,2023-09-10 14:53:04,0.0,1970-01-01,0.0,1970-01-01,1.53,2023-09-10 14:52:31,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:52:54,0.0,1970-01-01,1.45,2023-09-10 14:52:54,1.5,2023-09-10 14:52:58,1.48,2023-09-10 14:52:34,1.54,2023-09-10 14:53:01,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:52:54,1.48,2023-09-10 14:52:46,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:52:54,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.51,2023-09-10 14:52:54,1.45,2023-09-10 14:53:10,1.5,2023-09-10 14:52:49,0.0,1970-01-01,1.47,2023-09-10 14:52:41,0.0,1970-01-01,1.53,2023-09-10 14:52:44,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:52:48,1.54,2023-09-10 14:52:57,1.54,2023-09-10 14:52:58,1.54,2023-09-10 14:52:41,1.5,2023-09-10 14:52:48,1.5,2023-09-10 14:53:12,1.45,2023-09-10 14:51:44,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:53:14,85.23333333333333,0,Chicago Bears,NFC,NFC,North,North,0,1.5008695652173911,1.53,1.5008695652173913,1.9
Green Bay Packers,1.5,2023-09-10 14:53:30,1.47,2023-09-10 14:53:37,0.0,1970-01-01,0.0,1970-01-01,1.53,2023-09-10 14:52:31,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:53:35,0.0,1970-01-01,1.45,2023-09-10 14:53:37,1.5,2023-09-10 14:52:58,1.48,2023-09-10 14:53:18,1.54,2023-09-10 14:53:01,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:53:26,1.48,2023-09-10 14:53:21,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:53:35,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.51,2023-09-10 14:53:35,1.45,2023-09-10 14:53:10,1.5,2023-09-10 14:53:30,0.0,1970-01-01,1.47,2023-09-10 14:53:24,0.0,1970-01-01,1.53,2023-09-10 14:53:36,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:53:31,1.54,2023-09-10 14:52:57,1.54,2023-09-10 14:52:58,1.54,2023-09-10 14:53:24,1.5,2023-09-10 14:53:30,1.5,2023-09-10 14:53:12,1.45,2023-09-10 14:51:44,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:53:37,85.61666666666666,0,Chicago Bears,NFC,NFC,North,North,0,1.5008695652173911,1.53,1.5008695652173913,1.9
Green Bay Packers,1.5,2023-09-10 14:53:30,1.47,2023-09-10 14:53:37,0.0,1970-01-01,0.0,1970-01-01,1.53,2023-09-10 14:52:31,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:53:35,0.0,1970-01-01,1.45,2023-09-10 14:53:37,1.5,2023-09-10 14:53:39,1.48,2023-09-10 14:53:18,1.54,2023-09-10 14:53:43,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:53:26,1.48,2023-09-10 14:53:21,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:53:35,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.51,2023-09-10 14:53:35,1.45,2023-09-10 14:53:10,1.5,2023-09-10 14:53:30,0.0,1970-01-01,1.47,2023-09-10 14:53:24,0.0,1970-01-01,1.53,2023-09-10 14:53:36,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:53:31,1.54,2023-09-10 14:53:39,1.54,2023-09-10 14:53:39,1.54,2023-09-10 14:53:24,1.5,2023-09-10 14:53:30,1.5,2023-09-10 14:53:12,1.45,2023-09-10 14:53:46,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:53:49,85.81666666666666,0,Chicago Bears,NFC,NFC,North,North,0,1.5008695652173911,1.53,1.5008695652173913,1.9
New England Patriots,2.3,2023-09-10 14:54:12,2.45,2023-09-10 14:54:09,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:52:31,0.0,1970-01-01,0.0,1970-01-01,2.37,2023-09-10 14:53:35,0.0,1970-01-01,2.4,2023-09-10 14:53:37,2.5,2023-09-10 14:53:39,2.55,2023-09-10 14:54:00,2.45,2023-09-10 14:53:43,0.0,1970-01-01,0.0,1970-01-01,2.35,2023-09-10 14:53:57,2.26,2023-09-10 14:53:52,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.38,2023-09-10 14:53:35,0.0,1970-01-01,0.0,1970-01-01,2.14,2023-09-10 14:53:55,2.25,2023-09-10 14:53:35,2.25,2023-09-10 14:53:52,2.37,2023-09-10 14:54:12,0.0,1970-01-01,2.25,2023-09-10 14:54:09,3.6,2023-09-10 14:53:45,2.35,2023-09-10 14:53:36,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.45,2023-09-10 14:54:12,2.45,2023-09-10 14:53:39,2.28,2023-09-10 14:53:39,2.45,2023-09-10 14:54:09,2.38,2023-09-10 14:54:12,2.5,2023-09-10 14:53:54,2.3,2023-09-10 14:53:46,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:26:04,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 14:54:13,88.15,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.4132000000000007,2.5,2.4132,3.6
Green Bay Packers,1.5,2023-09-10 14:54:12,1.52,2023-09-10 14:54:09,0.0,1970-01-01,0.0,1970-01-01,1.53,2023-09-10 14:52:31,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:53:35,0.0,1970-01-01,1.45,2023-09-10 14:53:37,1.5,2023-09-10 14:53:39,1.59,2023-09-10 14:54:00,1.54,2023-09-10 14:53:43,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:53:57,1.54,2023-09-10 14:53:52,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:53:35,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.51,2023-09-10 14:53:35,1.45,2023-09-10 14:53:52,1.5,2023-09-10 14:54:12,0.0,1970-01-01,1.53,2023-09-10 14:54:09,0.0,1970-01-01 00:00:00,1.53,2023-09-10 14:53:36,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:54:12,1.54,2023-09-10 14:53:39,1.54,2023-09-10 14:53:39,1.54,2023-09-10 14:54:09,1.5,2023-09-10 14:54:12,1.56,2023-09-10 14:53:54,1.45,2023-09-10 14:53:46,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:54:13,86.21666666666667,0,Chicago Bears,NFC,NFC,North,North,0,1.5156521739130435,1.56,1.5156521739130437,2.9
New England Patriots,2.3,2023-09-10 14:54:12,2.45,2023-09-10 14:54:09,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:54:17,0.0,1970-01-01,0.0,1970-01-01,2.37,2023-09-10 14:54:17,0.0,1970-01-01,2.4,2023-09-10 14:54:19,2.5,2023-09-10 14:54:22,2.55,2023-09-10 14:54:00,2.45,2023-09-10 14:54:24,0.0,1970-01-01,0.0,1970-01-01,2.35,2023-09-10 14:53:57,2.26,2023-09-10 14:54:24,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.38,2023-09-10 14:54:16,0.0,1970-01-01,0.0,1970-01-01,2.14,2023-09-10 14:53:55,2.25,2023-09-10 14:54:16,2.25,2023-09-10 14:53:52,2.37,2023-09-10 14:54:12,0.0,1970-01-01,2.25,2023-09-10 14:54:09,3.6,2023-09-10 14:53:45,2.35,2023-09-10 14:53:36,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.45,2023-09-10 14:54:12,2.45,2023-09-10 14:54:22,2.28,2023-09-10 14:54:22,2.45,2023-09-10 14:54:09,2.38,2023-09-10 14:54:12,2.5,2023-09-10 14:53:54,2.3,2023-09-10 14:53:46,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:26:04,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 14:54:24,88.33333333333333,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.4132000000000007,2.5,2.4132,3.6
Green Bay Packers,1.5,2023-09-10 14:54:12,1.52,2023-09-10 14:54:09,0.0,1970-01-01,0.0,1970-01-01,1.61,2023-09-10 14:54:17,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:54:17,0.0,1970-01-01,1.5,2023-09-10 14:54:19,1.5,2023-09-10 14:54:22,1.59,2023-09-10 14:54:00,1.54,2023-09-10 14:54:24,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:53:57,1.54,2023-09-10 14:54:24,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:54:16,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.51,2023-09-10 14:54:16,1.45,2023-09-10 14:53:52,1.5,2023-09-10 14:54:12,0.0,1970-01-01,1.53,2023-09-10 14:54:09,0.0,1970-01-01 00:00:00,1.53,2023-09-10 14:53:36,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:54:12,1.54,2023-09-10 14:54:22,1.54,2023-09-10 14:54:22,1.54,2023-09-10 14:54:09,1.5,2023-09-10 14:54:12,1.56,2023-09-10 14:53:54,1.45,2023-09-10 14:53:46,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:54:24,86.4,0,Chicago Bears,NFC,NFC,North,North,0,1.521304347826087,1.61,1.5213043478260873,5.8
New England Patriots,2.3,2023-09-10 14:54:12,2.45,2023-09-10 14:54:09,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:54:17,0.0,1970-01-01,0.0,1970-01-01,2.37,2023-09-10 14:54:17,0.0,1970-01-01,2.4,2023-09-10 14:54:19,2.5,2023-09-10 14:54:22,2.55,2023-09-10 14:54:00,2.45,2023-09-10 14:54:24,0.0,1970-01-01,0.0,1970-01-01,2.35,2023-09-10 14:54:28,2.26,2023-09-10 14:54:24,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.38,2023-09-10 14:54:16,0.0,1970-01-01,0.0,1970-01-01,2.14,2023-09-10 14:53:55,2.25,2023-09-10 14:54:16,2.25,2023-09-10 14:54:34,2.37,2023-09-10 14:54:12,0.0,1970-01-01,2.25,2023-09-10 14:54:09,3.6,2023-09-10 14:54:26,2.35,2023-09-10 14:54:28,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.45,2023-09-10 14:54:12,2.45,2023-09-10 14:54:22,2.28,2023-09-10 14:54:22,2.45,2023-09-10 14:54:09,2.38,2023-09-10 14:54:12,2.5,2023-09-10 14:53:54,2.3,2023-09-10 14:53:46,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:26:04,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 14:54:36,88.53333333333333,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.4132000000000007,2.5,2.4132,3.6
Green Bay Packers,1.5,2023-09-10 14:54:12,1.52,2023-09-10 14:54:09,0.0,1970-01-01,0.0,1970-01-01,1.61,2023-09-10 14:54:17,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:54:17,0.0,1970-01-01,1.5,2023-09-10 14:54:19,1.5,2023-09-10 14:54:22,1.59,2023-09-10 14:54:00,1.54,2023-09-10 14:54:24,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:54:28,1.54,2023-09-10 14:54:24,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:54:16,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.51,2023-09-10 14:54:16,1.45,2023-09-10 14:54:34,1.5,2023-09-10 14:54:12,0.0,1970-01-01,1.53,2023-09-10 14:54:09,0.0,1970-01-01 00:00:00,1.53,2023-09-10 14:54:28,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:54:12,1.54,2023-09-10 14:54:22,1.54,2023-09-10 14:54:22,1.54,2023-09-10 14:54:09,1.5,2023-09-10 14:54:12,1.56,2023-09-10 14:53:54,1.45,2023-09-10 14:53:46,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:54:36,86.6,0,Chicago Bears,NFC,NFC,North,North,0,1.521304347826087,1.61,1.5213043478260873,5.8
New England Patriots,2.3,2023-09-10 14:54:54,2.45,2023-09-10 14:54:42,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:54:17,0.0,1970-01-01,0.0,1970-01-01,2.37,2023-09-10 14:54:17,0.0,1970-01-01,2.4,2023-09-10 14:54:19,2.5,2023-09-10 14:54:22,2.55,2023-09-10 14:54:42,2.45,2023-09-10 14:54:24,0.0,1970-01-01,0.0,1970-01-01,2.35,2023-09-10 14:54:28,2.26,2023-09-10 14:54:56,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.38,2023-09-10 14:54:16,0.0,1970-01-01,0.0,1970-01-01,2.14,2023-09-10 14:54:36,2.25,2023-09-10 14:54:16,2.25,2023-09-10 14:54:34,2.31,2023-09-10 14:54:54,0.0,1970-01-01,2.25,2023-09-10 14:54:51,3.6,2023-09-10 14:54:26,2.35,2023-09-10 14:54:28,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.45,2023-09-10 14:54:54,2.45,2023-09-10 14:54:22,2.28,2023-09-10 14:54:22,2.45,2023-09-10 14:54:51,2.38,2023-09-10 14:54:54,2.5,2023-09-10 14:54:36,2.3,2023-09-10 14:53:46,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:26:04,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 14:54:59,88.91666666666667,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.4108000000000005,2.5,2.4108,3.7
Green Bay Packers,1.5,2023-09-10 14:54:54,1.52,2023-09-10 14:54:42,0.0,1970-01-01,0.0,1970-01-01,1.61,2023-09-10 14:54:17,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:54:17,0.0,1970-01-01,1.5,2023-09-10 14:54:19,1.5,2023-09-10 14:54:22,1.59,2023-09-10 14:54:42,1.54,2023-09-10 14:54:24,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:54:28,1.54,2023-09-10 14:54:56,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:54:16,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.51,2023-09-10 14:54:16,1.45,2023-09-10 14:54:34,1.5,2023-09-10 14:54:54,0.0,1970-01-01,1.53,2023-09-10 14:54:51,0.0,1970-01-01 00:00:00,1.53,2023-09-10 14:54:28,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:54:54,1.54,2023-09-10 14:54:22,1.54,2023-09-10 14:54:22,1.54,2023-09-10 14:54:51,1.5,2023-09-10 14:54:54,1.56,2023-09-10 14:54:36,1.45,2023-09-10 14:53:46,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:54:59,86.98333333333333,0,Chicago Bears,NFC,NFC,North,North,0,1.521304347826087,1.61,1.5213043478260873,5.8
New England Patriots,2.3,2023-09-10 14:54:54,2.45,2023-09-10 14:54:42,0.0,1970-01-01,0.0,1970-01-01,2.3,2023-09-10 14:54:17,0.0,1970-01-01,0.0,1970-01-01,2.37,2023-09-10 14:55:00,0.0,1970-01-01,2.4,2023-09-10 14:55:04,2.5,2023-09-10 14:55:08,2.55,2023-09-10 14:54:42,2.45,2023-09-10 14:55:07,0.0,1970-01-01,0.0,1970-01-01,2.4,2023-09-10 14:55:03,2.26,2023-09-10 14:54:56,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.4,2023-09-10 14:55:00,0.0,1970-01-01,0.0,1970-01-01,2.14,2023-09-10 14:54:36,2.25,2023-09-10 14:55:00,2.25,2023-09-10 14:54:34,2.31,2023-09-10 14:54:54,0.0,1970-01-01,2.25,2023-09-10 14:54:51,3.6,2023-09-10 14:55:10,2.35,2023-09-10 14:54:28,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.45,2023-09-10 14:54:54,2.45,2023-09-10 14:55:07,2.28,2023-09-10 14:55:07,2.45,2023-09-10 14:54:51,2.38,2023-09-10 14:54:54,2.5,2023-09-10 14:54:36,2.3,2023-09-10 14:53:46,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:26:04,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 14:55:11,89.11666666666666,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.4136000000000006,2.5,2.4135999999999997,3.6
Green Bay Packers,1.5,2023-09-10 14:54:54,1.52,2023-09-10 14:54:42,0.0,1970-01-01,0.0,1970-01-01,1.61,2023-09-10 14:54:17,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:55:00,0.0,1970-01-01,1.5,2023-09-10 14:55:04,1.5,2023-09-10 14:55:08,1.59,2023-09-10 14:54:42,1.54,2023-09-10 14:55:07,0.0,1970-01-01,0.0,1970-01-01,1.51,2023-09-10 14:55:03,1.54,2023-09-10 14:54:56,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:55:00,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.51,2023-09-10 14:55:00,1.45,2023-09-10 14:54:34,1.5,2023-09-10 14:54:54,0.0,1970-01-01,1.53,2023-09-10 14:54:51,0.0,1970-01-01 00:00:00,1.53,2023-09-10 14:54:28,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:54:54,1.54,2023-09-10 14:55:07,1.54,2023-09-10 14:55:07,1.54,2023-09-10 14:54:51,1.5,2023-09-10 14:54:54,1.56,2023-09-10 14:54:36,1.45,2023-09-10 14:53:46,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:55:11,87.18333333333334,0,Chicago Bears,NFC,NFC,North,North,0,1.5217391304347827,1.61,1.521739130434783,5.8
Green Bay Packers,1.5,2023-09-10 14:54:54,1.52,2023-09-10 14:55:16,0.0,1970-01-01,0.0,1970-01-01,1.61,2023-09-10 14:55:11,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:55:00,0.0,1970-01-01,1.5,2023-09-10 14:55:04,1.5,2023-09-10 14:55:08,1.59,2023-09-10 14:54:42,1.54,2023-09-10 14:55:07,0.0,1970-01-01,0.0,1970-01-01,1.51,2023-09-10 14:55:03,1.54,2023-09-10 14:54:56,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:55:00,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.51,2023-09-10 14:55:00,1.45,2023-09-10 14:55:17,1.5,2023-09-10 14:54:54,0.0,1970-01-01,1.53,2023-09-10 14:54:51,0.0,1970-01-01,1.53,2023-09-10 14:55:22,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:54:54,1.54,2023-09-10 14:55:07,1.54,2023-09-10 14:55:07,1.54,2023-09-10 14:54:51,1.5,2023-09-10 14:54:54,1.59,2023-09-10 14:55:22,1.45,2023-09-10 14:53:46,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:55:23,87.38333333333334,0,Chicago Bears,NFC,NFC,North,North,0,1.5230434782608697,1.61,1.52304347826087,5.7
Green Bay Packers,1.5,2023-09-10 14:55:36,1.52,2023-09-10 14:55:16,0.0,1970-01-01,0.0,1970-01-01,1.61,2023-09-10 14:55:11,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:55:42,0.0,1970-01-01,1.5,2023-09-10 14:55:04,1.5,2023-09-10 14:55:08,1.59,2023-09-10 14:55:27,1.54,2023-09-10 14:55:07,0.0,1970-01-01,0.0,1970-01-01,1.51,2023-09-10 14:55:35,1.54,2023-09-10 14:55:29,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.5,2023-09-10 14:55:42,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.51,2023-09-10 14:55:42,1.45,2023-09-10 14:55:17,1.5,2023-09-10 14:55:36,0.0,1970-01-01,1.53,2023-09-10 14:55:33,0.0,1970-01-01,1.53,2023-09-10 14:55:22,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.54,2023-09-10 14:55:35,1.54,2023-09-10 14:55:07,1.54,2023-09-10 14:55:07,1.54,2023-09-10 14:55:33,1.5,2023-09-10 14:55:35,1.59,2023-09-10 14:55:22,1.45,2023-09-10 14:53:46,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:28:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 14:55:46,87.76666666666667,0,Chicago Bears,NFC,NFC,North,North,0,1.5230434782608697,1.61,1.52304347826087,5.7
