date,away_team,PTS,home_team,PTS.1,winning_team,home_away_neutral,losing_team,team_1,team_2,home_team_conference,home_team_division,away_team_conference,away_team_division,team_1_division,team_2_division,team_1_conference,team_2_conference,day_of_week,time,compare_time,day_night,commence_date,my_game_id
1/21/2021,Tampa Bay Lightning,3,Columbus Blue Jackets,2,Tampa Bay Lightning,@,Columbus Blue Jackets,Columbus Blue Jackets,Tampa Bay Lightning,Eastern,Metropolitan,Eastern,Atlantic,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
1/21/2021,Colorado Avalanche,2,Los Angeles Kings,4,Los Angeles Kings,,Colorado Avalanche,Colorado Avalanche,Los Angeles Kings,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/21/2021,New Jersey Devils,1,New York Islanders,4,New York Islanders,,New Jersey Devils,New Jersey Devils,New York Islanders,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/21/2021,Winnipeg Jets,4,Ottawa Senators,1,Winnipeg Jets,@,Ottawa Senators,Ottawa Senators,Winnipeg Jets,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
1/21/2021,Montreal Canadiens,7,Vancouver Canucks,3,Montreal Canadiens,@,Vancouver Canucks,Montreal Canadiens,Vancouver Canucks,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/22/2021,Colorado Avalanche,3,Anaheim Ducks,2,Colorado Avalanche,@,Anaheim Ducks,Anaheim Ducks,Colorado Avalanche,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/22/2021,Vegas Golden Knights,2,Arizona Coyotes,5,Arizona Coyotes,,Vegas Golden Knights,Arizona Coyotes,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/22/2021,Detroit Red Wings,1,Chicago Blackhawks,4,Chicago Blackhawks,,Detroit Red Wings,Chicago Blackhawks,Detroit Red Wings,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/22/2021,Nashville Predators,0,Dallas Stars,7,Dallas Stars,,Nashville Predators,Dallas Stars,Nashville Predators,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/22/2021,San Jose Sharks,1,Minnesota Wild,4,Minnesota Wild,,San Jose Sharks,Minnesota Wild,San Jose Sharks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/22/2021,New York Rangers,3,Pittsburgh Penguins,4,Pittsburgh Penguins,,New York Rangers,New York Rangers,Pittsburgh Penguins,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/22/2021,Edmonton Oilers,2,Toronto Maple Leafs,4,Toronto Maple Leafs,,Edmonton Oilers,Edmonton Oilers,Toronto Maple Leafs,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
1/22/2021,Buffalo Sabres,3,Washington Capitals,4,Washington Capitals,,Buffalo Sabres,Buffalo Sabres,Washington Capitals,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/23/2021,Philadelphia Flyers,1,Boston Bruins,6,Boston Bruins,,Philadelphia Flyers,Boston Bruins,Philadelphia Flyers,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/23/2021,Tampa Bay Lightning,2,Columbus Blue Jackets,5,Columbus Blue Jackets,,Tampa Bay Lightning,Columbus Blue Jackets,Tampa Bay Lightning,Eastern,Metropolitan,Eastern,Atlantic,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
1/23/2021,Los Angeles Kings,2,St. Louis Blues,4,St. Louis Blues,,Los Angeles Kings,Los Angeles Kings,St. Louis Blues,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/23/2021,Montreal Canadiens,5,Vancouver Canucks,2,Montreal Canadiens,@,Vancouver Canucks,Montreal Canadiens,Vancouver Canucks,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/23/2021,Ottawa Senators,3,Winnipeg Jets,6,Winnipeg Jets,,Ottawa Senators,Ottawa Senators,Winnipeg Jets,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/24/2021,Colorado Avalanche,1,Anaheim Ducks,3,Anaheim Ducks,,Colorado Avalanche,Anaheim Ducks,Colorado Avalanche,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/24/2021,Vegas Golden Knights,1,Arizona Coyotes,0,Vegas Golden Knights,@,Arizona Coyotes,Arizona Coyotes,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/24/2021,Toronto Maple Leafs,3,Calgary Flames,2,Toronto Maple Leafs,@,Calgary Flames,Calgary Flames,Toronto Maple Leafs,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/24/2021,Detroit Red Wings,2,Chicago Blackhawks,6,Chicago Blackhawks,,Detroit Red Wings,Chicago Blackhawks,Detroit Red Wings,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/24/2021,Nashville Predators,2,Dallas Stars,3,Dallas Stars,,Nashville Predators,Dallas Stars,Nashville Predators,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/24/2021,San Jose Sharks,5,Minnesota Wild,3,San Jose Sharks,@,Minnesota Wild,Minnesota Wild,San Jose Sharks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/24/2021,New York Islanders,0,New Jersey Devils,2,New Jersey Devils,,New York Islanders,New Jersey Devils,New York Islanders,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/24/2021,New York Rangers,2,Pittsburgh Penguins,3,Pittsburgh Penguins,,New York Rangers,New York Rangers,Pittsburgh Penguins,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/24/2021,Los Angeles Kings,6,St. Louis Blues,3,Los Angeles Kings,@,St. Louis Blues,Los Angeles Kings,St. Louis Blues,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/24/2021,Edmonton Oilers,4,Winnipeg Jets,3,Edmonton Oilers,@,Winnipeg Jets,Edmonton Oilers,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/24/2021,Buffalo Sabres,4,Washington Capitals,3,Buffalo Sabres,@,Washington Capitals,Buffalo Sabres,Washington Capitals,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/25/2021,Ottawa Senators,1,Vancouver Canucks,7,Vancouver Canucks,,Ottawa Senators,Ottawa Senators,Vancouver Canucks,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/26/2021,Anaheim Ducks,1,Arizona Coyotes,0,Anaheim Ducks,@,Arizona Coyotes,Anaheim Ducks,Arizona Coyotes,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/26/2021,Pittsburgh Penguins,2,Boston Bruins,3,Boston Bruins,,Pittsburgh Penguins,Boston Bruins,Pittsburgh Penguins,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/26/2021,New York Rangers,2,Buffalo Sabres,3,Buffalo Sabres,,New York Rangers,Buffalo Sabres,New York Rangers,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/26/2021,Florida Panthers,4,Columbus Blue Jackets,3,Florida Panthers,@,Columbus Blue Jackets,Columbus Blue Jackets,Florida Panthers,Eastern,Metropolitan,Eastern,Atlantic,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
1/26/2021,Toronto Maple Leafs,4,Calgary Flames,3,Toronto Maple Leafs,@,Calgary Flames,Calgary Flames,Toronto Maple Leafs,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/26/2021,San Jose Sharks,3,Colorado Avalanche,7,Colorado Avalanche,,San Jose Sharks,Colorado Avalanche,San Jose Sharks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/26/2021,Detroit Red Wings,1,Dallas Stars,2,Dallas Stars,,Detroit Red Wings,Dallas Stars,Detroit Red Wings,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/26/2021,Los Angeles Kings,2,Minnesota Wild,1,Los Angeles Kings,@,Minnesota Wild,Los Angeles Kings,Minnesota Wild,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/26/2021,Philadelphia Flyers,5,New Jersey Devils,3,Philadelphia Flyers,@,New Jersey Devils,New Jersey Devils,Philadelphia Flyers,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/26/2021,Chicago Blackhawks,2,Nashville Predators,3,Nashville Predators,,Chicago Blackhawks,Chicago Blackhawks,Nashville Predators,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/26/2021,St. Louis Blues,5,Vegas Golden Knights,4,St. Louis Blues,@,Vegas Golden Knights,St. Louis Blues,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/26/2021,Edmonton Oilers,4,Winnipeg Jets,6,Winnipeg Jets,,Edmonton Oilers,Edmonton Oilers,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/26/2021,New York Islanders,2,Washington Capitals,3,Washington Capitals,,New York Islanders,New York Islanders,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/27/2021,Chicago Blackhawks,1,Nashville Predators,2,Nashville Predators,,Chicago Blackhawks,Chicago Blackhawks,Nashville Predators,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/27/2021,Ottawa Senators,1,Vancouver Canucks,5,Vancouver Canucks,,Ottawa Senators,Ottawa Senators,Vancouver Canucks,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/28/2021,Anaheim Ducks,2,Arizona Coyotes,3,Arizona Coyotes,,Anaheim Ducks,Anaheim Ducks,Arizona Coyotes,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/28/2021,Pittsburgh Penguins,1,Boston Bruins,4,Boston Bruins,,Pittsburgh Penguins,Boston Bruins,Pittsburgh Penguins,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/28/2021,New York Rangers,3,Buffalo Sabres,2,New York Rangers,@,Buffalo Sabres,Buffalo Sabres,New York Rangers,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/28/2021,Tampa Bay Lightning,0,Carolina Hurricanes,1,Carolina Hurricanes,,Tampa Bay Lightning,Carolina Hurricanes,Tampa Bay Lightning,Eastern,Metropolitan,Eastern,Atlantic,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
1/28/2021,Florida Panthers,2,Columbus Blue Jackets,3,Columbus Blue Jackets,,Florida Panthers,Columbus Blue Jackets,Florida Panthers,Eastern,Metropolitan,Eastern,Atlantic,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
1/28/2021,San Jose Sharks,0,Colorado Avalanche,3,Colorado Avalanche,,San Jose Sharks,Colorado Avalanche,San Jose Sharks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/28/2021,Detroit Red Wings,3,Dallas Stars,7,Dallas Stars,,Detroit Red Wings,Dallas Stars,Detroit Red Wings,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/28/2021,Toronto Maple Leafs,4,Edmonton Oilers,3,Toronto Maple Leafs,@,Edmonton Oilers,Edmonton Oilers,Toronto Maple Leafs,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/28/2021,Los Angeles Kings,3,Minnesota Wild,5,Minnesota Wild,,Los Angeles Kings,Los Angeles Kings,Minnesota Wild,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/28/2021,Calgary Flames,2,Montreal Canadiens,4,Montreal Canadiens,,Calgary Flames,Calgary Flames,Montreal Canadiens,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
1/28/2021,Philadelphia Flyers,3,New Jersey Devils,1,Philadelphia Flyers,@,New Jersey Devils,New Jersey Devils,Philadelphia Flyers,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/28/2021,Ottawa Senators,1,Vancouver Canucks,4,Vancouver Canucks,,Ottawa Senators,Ottawa Senators,Vancouver Canucks,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/28/2021,New York Islanders,3,Washington Capitals,6,Washington Capitals,,New York Islanders,New York Islanders,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/29/2021,Columbus Blue Jackets,2,Chicago Blackhawks,1,Columbus Blue Jackets,@,Chicago Blackhawks,Chicago Blackhawks,Columbus Blue Jackets,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
1/30/2021,St. Louis Blues,6,Anaheim Ducks,1,St. Louis Blues,@,Anaheim Ducks,Anaheim Ducks,St. Louis Blues,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/30/2021,New Jersey Devils,3,Buffalo Sabres,4,Buffalo Sabres,,New Jersey Devils,Buffalo Sabres,New Jersey Devils,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/30/2021,Dallas Stars,1,Carolina Hurricanes,4,Carolina Hurricanes,,Dallas Stars,Carolina Hurricanes,Dallas Stars,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/30/2021,Florida Panthers,3,Detroit Red Wings,2,Florida Panthers,@,Detroit Red Wings,Detroit Red Wings,Florida Panthers,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/30/2021,Toronto Maple Leafs,3,Edmonton Oilers,4,Edmonton Oilers,,Toronto Maple Leafs,Edmonton Oilers,Toronto Maple Leafs,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/30/2021,Colorado Avalanche,5,Minnesota Wild,1,Colorado Avalanche,@,Minnesota Wild,Colorado Avalanche,Minnesota Wild,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/30/2021,Calgary Flames,2,Montreal Canadiens,0,Calgary Flames,@,Montreal Canadiens,Calgary Flames,Montreal Canadiens,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
1/30/2021,Pittsburgh Penguins,5,New York Rangers,4,Pittsburgh Penguins,@,New York Rangers,New York Rangers,Pittsburgh Penguins,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/30/2021,New York Islanders,2,Philadelphia Flyers,3,Philadelphia Flyers,,New York Islanders,New York Islanders,Philadelphia Flyers,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/30/2021,Nashville Predators,3,Tampa Bay Lightning,4,Tampa Bay Lightning,,Nashville Predators,Nashville Predators,Tampa Bay Lightning,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
1/30/2021,Vancouver Canucks,4,Winnipeg Jets,1,Vancouver Canucks,@,Winnipeg Jets,Vancouver Canucks,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/30/2021,Boston Bruins,3,Washington Capitals,4,Washington Capitals,,Boston Bruins,Boston Bruins,Washington Capitals,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/31/2021,St. Louis Blues,4,Anaheim Ducks,1,St. Louis Blues,@,Anaheim Ducks,Anaheim Ducks,St. Louis Blues,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/31/2021,New Jersey Devils,5,Buffalo Sabres,3,New Jersey Devils,@,Buffalo Sabres,Buffalo Sabres,New Jersey Devils,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/31/2021,Dallas Stars,3,Carolina Hurricanes,4,Carolina Hurricanes,,Dallas Stars,Carolina Hurricanes,Dallas Stars,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/31/2021,Columbus Blue Jackets,1,Chicago Blackhawks,3,Chicago Blackhawks,,Columbus Blue Jackets,Chicago Blackhawks,Columbus Blue Jackets,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
1/31/2021,Florida Panthers,3,Detroit Red Wings,2,Florida Panthers,@,Detroit Red Wings,Detroit Red Wings,Florida Panthers,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/31/2021,Ottawa Senators,5,Edmonton Oilers,8,Edmonton Oilers,,Ottawa Senators,Edmonton Oilers,Ottawa Senators,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/31/2021,Colorado Avalanche,3,Minnesota Wild,4,Minnesota Wild,,Colorado Avalanche,Colorado Avalanche,Minnesota Wild,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/31/2021,New York Islanders,3,Philadelphia Flyers,4,Philadelphia Flyers,,New York Islanders,New York Islanders,Philadelphia Flyers,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
2/1/2021,Vancouver Canucks,2,Montreal Canadiens,6,Montreal Canadiens,,Vancouver Canucks,Montreal Canadiens,Vancouver Canucks,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
2/1/2021,Pittsburgh Penguins,1,New York Rangers,3,New York Rangers,,Pittsburgh Penguins,New York Rangers,Pittsburgh Penguins,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
2/1/2021,Nashville Predators,2,Tampa Bay Lightning,5,Tampa Bay Lightning,,Nashville Predators,Nashville Predators,Tampa Bay Lightning,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
2/1/2021,Calgary Flames,4,Winnipeg Jets,3,Calgary Flames,@,Winnipeg Jets,Calgary Flames,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/1/2021,Boston Bruins,5,Washington Capitals,3,Boston Bruins,@,Washington Capitals,Boston Bruins,Washington Capitals,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
2/2/2021,Dallas Stars,6,Columbus Blue Jackets,3,Dallas Stars,@,Columbus Blue Jackets,Columbus Blue Jackets,Dallas Stars,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
2/2/2021,Carolina Hurricanes,4,Chicago Blackhawks,3,Carolina Hurricanes,@,Chicago Blackhawks,Carolina Hurricanes,Chicago Blackhawks,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
2/2/2021,Minnesota Wild,1,Colorado Avalanche,2,Colorado Avalanche,,Minnesota Wild,Colorado Avalanche,Minnesota Wild,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/2/2021,Ottawa Senators,2,Edmonton Oilers,4,Edmonton Oilers,,Ottawa Senators,Edmonton Oilers,Ottawa Senators,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
2/2/2021,Anaheim Ducks,3,Los Angeles Kings,1,Anaheim Ducks,@,Los Angeles Kings,Anaheim Ducks,Los Angeles Kings,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/2/2021,Vancouver Canucks,3,Montreal Canadiens,5,Montreal Canadiens,,Vancouver Canucks,Montreal Canadiens,Vancouver Canucks,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
2/2/2021,Arizona Coyotes,3,St. Louis Blues,4,St. Louis Blues,,Arizona Coyotes,Arizona Coyotes,St. Louis Blues,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/2/2021,Calgary Flames,2,Winnipeg Jets,3,Winnipeg Jets,,Calgary Flames,Calgary Flames,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/3/2021,Boston Bruins,4,Philadelphia Flyers,3,Boston Bruins,@,Philadelphia Flyers,Boston Bruins,Philadelphia Flyers,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
2/3/2021,Detroit Red Wings,1,Tampa Bay Lightning,5,Tampa Bay Lightning,,Detroit Red Wings,Detroit Red Wings,Tampa Bay Lightning,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
2/4/2021,Dallas Stars,3,Columbus Blue Jackets,4,Columbus Blue Jackets,,Dallas Stars,Columbus Blue Jackets,Dallas Stars,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
2/4/2021,Carolina Hurricanes,4,Chicago Blackhawks,6,Chicago Blackhawks,,Carolina Hurricanes,Carolina Hurricanes,Chicago Blackhawks,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
2/4/2021,Nashville Predators,6,Florida Panthers,5,Nashville Predators,@,Florida Panthers,Florida Panthers,Nashville Predators,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
2/4/2021,Ottawa Senators,3,Montreal Canadiens,2,Ottawa Senators,@,Montreal Canadiens,Montreal Canadiens,Ottawa Senators,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
2/4/2021,Washington Capitals,2,New York Rangers,4,New York Rangers,,Washington Capitals,New York Rangers,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
2/4/2021,Arizona Coyotes,4,St. Louis Blues,3,Arizona Coyotes,@,St. Louis Blues,Arizona Coyotes,St. Louis Blues,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/4/2021,Vancouver Canucks,3,Toronto Maple Leafs,7,Toronto Maple Leafs,,Vancouver Canucks,Toronto Maple Leafs,Vancouver Canucks,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
2/4/2021,Calgary Flames,1,Winnipeg Jets,4,Winnipeg Jets,,Calgary Flames,Calgary Flames,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/5/2021,San Jose Sharks,5,Anaheim Ducks,4,San Jose Sharks,@,Anaheim Ducks,Anaheim Ducks,San Jose Sharks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/5/2021,Nashville Predators,1,Florida Panthers,2,Florida Panthers,,Nashville Predators,Florida Panthers,Nashville Predators,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
2/5/2021,Boston Bruins,2,Philadelphia Flyers,1,Boston Bruins,@,Philadelphia Flyers,Boston Bruins,Philadelphia Flyers,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
2/5/2021,Detroit Red Wings,1,Tampa Bay Lightning,3,Tampa Bay Lightning,,Detroit Red Wings,Detroit Red Wings,Tampa Bay Lightning,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
2/5/2021,Los Angeles Kings,2,Vegas Golden Knights,5,Vegas Golden Knights,,Los Angeles Kings,Los Angeles Kings,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/6/2021,San Jose Sharks,1,Anaheim Ducks,2,Anaheim Ducks,,San Jose Sharks,Anaheim Ducks,San Jose Sharks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/6/2021,Edmonton Oilers,4,Calgary Flames,6,Calgary Flames,,Edmonton Oilers,Calgary Flames,Edmonton Oilers,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/6/2021,Pittsburgh Penguins,3,New York Islanders,4,New York Islanders,,Pittsburgh Penguins,New York Islanders,Pittsburgh Penguins,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
2/6/2021,Montreal Canadiens,2,Ottawa Senators,1,Montreal Canadiens,@,Ottawa Senators,Montreal Canadiens,Ottawa Senators,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
2/6/2021,Arizona Coyotes,3,St. Louis Blues,1,Arizona Coyotes,@,St. Louis Blues,Arizona Coyotes,St. Louis Blues,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/6/2021,Vancouver Canucks,1,Toronto Maple Leafs,5,Toronto Maple Leafs,,Vancouver Canucks,Toronto Maple Leafs,Vancouver Canucks,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
2/7/2021,Carolina Hurricanes,6,Columbus Blue Jackets,5,Carolina Hurricanes,@,Columbus Blue Jackets,Carolina Hurricanes,Columbus Blue Jackets,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
2/7/2021,Chicago Blackhawks,2,Dallas Stars,1,Chicago Blackhawks,@,Dallas Stars,Chicago Blackhawks,Dallas Stars,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/7/2021,Detroit Red Wings,4,Florida Panthers,1,Detroit Red Wings,@,Florida Panthers,Detroit Red Wings,Florida Panthers,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
2/7/2021,Los Angeles Kings,3,Vegas Golden Knights,4,Vegas Golden Knights,,Los Angeles Kings,Los Angeles Kings,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/7/2021,Philadelphia Flyers,7,Washington Capitals,4,Philadelphia Flyers,@,Washington Capitals,Philadelphia Flyers,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
